iter	Logloss
0	0.6679816685
1	0.6391967413
2	0.6131655855
3	0.5918748012
4	0.5660667469
5	0.5469789939
6	0.5222674998
7	0.4992318759
8	0.4781897995
9	0.4617343402
10	0.4453999773
11	0.4258819232
12	0.4101871607
13	0.3944898631
14	0.3787765491
15	0.3633063669
16	0.3504050038
17	0.3363097337
18	0.3235306418
19	0.312890171
20	0.3015959222
21	0.2913600351
22	0.2820669941
23	0.2740092522
24	0.2661904931
25	0.2574083142
26	0.2497589474
27	0.241440424
28	0.2328516835
29	0.2249795131
30	0.2191807119
31	0.2123408411
32	0.2066051217
33	0.2005418486
34	0.193839808
35	0.1883488077
36	0.1836305382
37	0.1810743553
38	0.176129438
39	0.1715582422
40	0.1667413512
41	0.1616715191
42	0.1578931295
43	0.153929188
44	0.1504101702
45	0.1470386533
46	0.1425625734
47	0.1394532387
48	0.1367443861
49	0.1335599046
50	0.1320380282
51	0.1284171555
52	0.1255102849
53	0.1227509387
54	0.1201755785
55	0.1180411452
56	0.1160801094
57	0.1138533708
58	0.1120107901
59	0.1112397119
60	0.1091975397
61	0.1070692939
62	0.1049961605
63	0.103276064
64	0.1017733127
65	0.09934430344
66	0.09755198362
67	0.09555604538
68	0.09423427157
69	0.09244712359
70	0.09108662615
71	0.08963021296
72	0.08838115557
73	0.08704626239
74	0.0864129363
75	0.08500922364
76	0.08368157118
77	0.08257528588
78	0.08139123161
79	0.08035662499
80	0.07937057136
81	0.07836942482
82	0.07720466654
83	0.07641154561
84	0.07572811948
85	0.07435939968
86	0.07377086289
87	0.07302021017
88	0.07226098915
89	0.07143052204
90	0.07058934992
91	0.06981475037
92	0.06915613436
93	0.06844336177
94	0.06789459982
95	0.06737685774
96	0.06674946089
97	0.0658298908
98	0.06533764937
99	0.06485758952
100	0.06439623352
101	0.06379067873
102	0.06306562052
103	0.06277064981
104	0.06214660094
105	0.06173745578
106	0.06132081287
107	0.06084739951
108	0.06034171824
109	0.06020511812
110	0.05983074434
111	0.05942789
112	0.05901065325
113	0.05869702586
114	0.05823815245
115	0.0578285675
116	0.05742158121
117	0.05722659356
118	0.05699085987
119	0.05639063734
120	0.05609885945
121	0.05554246583
122	0.05528904513
123	0.05503845701
124	0.05468509789
125	0.05440811866
126	0.05408980466
127	0.05361194173
128	0.05319840471
129	0.05306979544
130	0.05288627808
131	0.05256690759
132	0.05232805158
133	0.05222680434
134	0.05204563706
135	0.05155842425
136	0.05137068217
137	0.05109126146
138	0.05088020328
139	0.05071114971
140	0.05037416246
141	0.05012683822
142	0.04988362819
143	0.04947340425
144	0.04918341346
145	0.04897518954
146	0.04866529375
147	0.04852094383
148	0.04833465333
149	0.04815262487
150	0.04791692861
151	0.04780317956
152	0.04766279536
153	0.04745390896
154	0.04724025456
155	0.04696547511
156	0.04672502196
157	0.04645644199
158	0.04611197457
159	0.04594111802
160	0.04569754905
161	0.04552661607
162	0.0452360236
163	0.04505970394
164	0.04477082226
165	0.04453529586
166	0.04441162925
167	0.04424262837
168	0.04411492181
169	0.04397521135
170	0.04375994411
171	0.043575893
172	0.04347540094
173	0.04333277008
174	0.04317673463
175	0.04311415008
176	0.04294027926
177	0.04278379334
178	0.04266699614
179	0.04253943435
180	0.04238428081
181	0.04215063956
182	0.0420398059
183	0.04198362034
184	0.04163766897
185	0.04154096961
186	0.04138947205
187	0.0412321761
188	0.04110845947
189	0.0408199158
190	0.04056583589
191	0.04047223547
192	0.04031556309
193	0.04014190165
194	0.04001115919
195	0.03987048492
196	0.03953882126
197	0.0394312236
198	0.0391636412
199	0.03903670304
200	0.03882843217
201	0.0387062088
202	0.03852883757
203	0.03842479024
204	0.0382760236
205	0.03809983208
206	0.03804028063
207	0.03791654057
208	0.03772446354
209	0.03763840985
210	0.03740546259
211	0.03734350531
212	0.03726980398
213	0.03709499816
214	0.03701683567
215	0.03694068793
216	0.03682744848
217	0.03649404728
218	0.03641214349
219	0.03635447857
220	0.0362290517
221	0.0361275345
222	0.03589116695
223	0.0357070259
224	0.03556379424
225	0.03531422699
226	0.0351121127
227	0.0349433497
228	0.03489614786
229	0.03476864643
230	0.03470980948
231	0.03457544692
232	0.03444602779
233	0.03429840351
234	0.03421198554
235	0.03400788529
236	0.03387878248
237	0.03383745428
238	0.03372480803
239	0.03364192135
240	0.03351201815
241	0.03324895787
242	0.03314643146
243	0.0329651439
244	0.03288294914
245	0.03275204712
246	0.03262122641
247	0.0325469163
248	0.03236093785
249	0.03224538017
250	0.03215072927
251	0.03198259182
252	0.03192042789
253	0.03179482395
254	0.0316648374
255	0.03151596986
256	0.0314001017
257	0.03128762287
258	0.03112987811
259	0.03106872721
260	0.03100117183
261	0.03094679426
262	0.03085303743
263	0.03077722346
264	0.03067351629
265	0.03058711042
266	0.03042276902
267	0.03029217777
268	0.03023408211
269	0.03015553256
270	0.03000440545
271	0.02981150488
272	0.02963458031
273	0.02937271897
274	0.02927162605
275	0.02914669524
276	0.02910872043
277	0.02904531211
278	0.02896366429
279	0.02886286582
280	0.0287483305
281	0.02865829523
282	0.02859098549
283	0.02845034901
284	0.02835918232
285	0.02823442547
286	0.0281253336
287	0.02803404047
288	0.02789168189
289	0.0278378363
290	0.02775715805
291	0.02770756946
292	0.02764602038
293	0.02759314337
294	0.02754497842
295	0.02746366061
296	0.02734822896
297	0.02724694744
298	0.02713737145
299	0.02704815878
300	0.02695719263
301	0.02688993043
302	0.02685661219
303	0.02676673297
304	0.02673052188
305	0.02667503
306	0.02660200871
307	0.02655395185
308	0.02649922351
309	0.02638283499
310	0.02629918131
311	0.02611901399
312	0.0260547469
313	0.02594646538
314	0.02587951177
315	0.02574076791
316	0.02561406254
317	0.02555584667
318	0.02551265071
319	0.02534574052
320	0.02524796186
321	0.02515035384
322	0.025072197
323	0.02500858618
324	0.02497700458
325	0.024921862
326	0.02486549017
327	0.02481594533
328	0.02474923211
329	0.02466156812
330	0.02458282057
331	0.0244551279
332	0.02438803782
333	0.02430190721
334	0.0242574067
335	0.02420286314
336	0.02413220714
337	0.02401825626
338	0.02390734675
339	0.02383878264
340	0.02378548455
341	0.02370911355
342	0.02365956982
343	0.02360594675
344	0.02356456459
345	0.02349282771
346	0.02344633365
347	0.02330144149
348	0.02329295262
349	0.02324634741
350	0.0231434233
351	0.023068282
352	0.02295355805
353	0.02288115551
354	0.02275408971
355	0.02271188477
356	0.02261837665
357	0.02251070603
358	0.02248447468
359	0.02236291021
360	0.02227071034
361	0.02222702414
362	0.02216003689
363	0.02209176062
364	0.02200906192
365	0.02190793947
366	0.02182490236
367	0.02177390256
368	0.02171714214
369	0.02168300647
370	0.02165726676
371	0.02153417302
372	0.02149925626
373	0.02142847952
374	0.02138383616
375	0.02132423976
376	0.02125177033
377	0.02120249153
378	0.02109642963
379	0.02099052012
380	0.02093873407
381	0.02088224611
382	0.02085305363
383	0.02081577473
384	0.0207377861
385	0.02067194308
386	0.02062659035
387	0.02054811398
388	0.02049357554
389	0.02043633879
390	0.02039180625
391	0.02031517919
392	0.02026667425
393	0.02017422121
394	0.0200999749
395	0.02003906899
396	0.0200141551
397	0.01998359633
398	0.01992691462
399	0.01987500964
400	0.01981820831
401	0.01974723386
402	0.01967565118
403	0.01963837201
404	0.01958109919
405	0.01952599101
406	0.01943687464
407	0.01940737435
408	0.0192964756
409	0.01923927883
410	0.0192047029
411	0.01913476938
412	0.01905509443
413	0.01899438266
414	0.01896795923
415	0.01888621351
416	0.01885123392
417	0.01882323778
418	0.01875407536
419	0.0186955703
420	0.01860159433
421	0.018555767
422	0.01851520596
423	0.01846265595
424	0.01843040393
425	0.01838455063
426	0.01828780407
427	0.018172325
428	0.01811001767
429	0.01805828277
430	0.01801642843
431	0.01797472126
432	0.01793673165
433	0.01787188286
434	0.01783870846
435	0.01775970179
436	0.01769300165
437	0.01762926674
438	0.01757739095
439	0.01750190057
440	0.01745662045
441	0.01737318358
442	0.01733682076
443	0.01730014769
444	0.01721725752
445	0.0171752709
446	0.01712515767
447	0.01707990426
448	0.01702292337
449	0.01696992704
450	0.01693973452
451	0.01689033908
452	0.01686466937
453	0.01680262623
454	0.0167779208
455	0.01675026476
456	0.01671984348
457	0.01669053655
458	0.01666926542
459	0.01664559196
460	0.01661490091
461	0.01658561645
462	0.01652132275
463	0.01646814468
464	0.01645059311
465	0.01640321887
466	0.0163586146
467	0.01632996312
468	0.01626589594
469	0.01622667799
470	0.01617666156
471	0.01609460499
472	0.01603477521
473	0.01599156608
474	0.01596910619
475	0.01594526992
476	0.01591192911
477	0.01588177633
478	0.01583527752
479	0.01576305891
480	0.01570922462
481	0.01567215043
482	0.01563360821
483	0.01559563279
484	0.01553742771
485	0.01551782779
486	0.01545503868
487	0.01543181483
488	0.01533410265
489	0.01526120688
490	0.01523748999
491	0.01521837946
492	0.01518017328
493	0.01511409315
494	0.01510161067
495	0.01504700971
496	0.01499436935
497	0.01497861194
498	0.01493616733
499	0.01488178733
500	0.01485687663
501	0.0148162543
502	0.01478460187
503	0.01475390599
504	0.01469470641
505	0.01465671848
506	0.01459563966
507	0.01456402808
508	0.01452717101
509	0.01449564148
510	0.01447225249
511	0.01443488145
512	0.01435905861
513	0.01432243277
514	0.01430045302
515	0.0142636613
516	0.01421518234
517	0.01415799037
518	0.01410705858
519	0.01407303856
520	0.01404036453
521	0.01401118765
522	0.01399178304
523	0.01396612001
524	0.013912276
525	0.01387756169
526	0.01384237756
527	0.01378261427
528	0.01375138877
529	0.01370108614
530	0.01366983811
531	0.01361709988
532	0.01360347128
533	0.01355184627
534	0.01352871114
535	0.01350753818
536	0.01347095283
537	0.01344088481
538	0.01340570824
539	0.01335332754
540	0.0132990382
541	0.01328797548
542	0.01326658418
543	0.01324198665
544	0.0131818824
545	0.01313914136
546	0.01309093208
547	0.01304998231
548	0.0129679685
549	0.01296388738
550	0.01293614775
551	0.01288897027
552	0.01283367819
553	0.01281016005
554	0.01278100102
555	0.01276011262
556	0.01273128569
557	0.01271678905
558	0.01267893958
559	0.01264532598
560	0.01262342163
561	0.01260007066
562	0.01258186754
563	0.01255973015
564	0.01254214903
565	0.01249529611
566	0.01244092899
567	0.01240183928
568	0.01236373089
569	0.01232997989
570	0.01230325248
571	0.01228140324
572	0.01226958271
573	0.01224880573
574	0.01222464307
575	0.01220130807
576	0.01218258366
577	0.01215246844
578	0.01211735535
579	0.01207981437
580	0.01204857644
581	0.01199550653
582	0.0119509772
583	0.01192349375
584	0.01186766107
585	0.011850177
586	0.01181639919
587	0.01178847971
588	0.0117299054
589	0.01171142213
590	0.01169448722
591	0.01165793538
592	0.01162486592
593	0.01161267006
594	0.01159069767
595	0.01154921574
596	0.01151019706
597	0.01148738679
598	0.01143179805
599	0.01141166588
600	0.01137534067
601	0.01133258855
602	0.0113198378
603	0.01128098671
604	0.0112293609
605	0.01120369999
606	0.01118342946
607	0.01114635063
608	0.01111011654
609	0.01106657099
610	0.01104865998
611	0.01103712978
